PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,LINE,SAMPLE_TYPE,DEPTH,ARRIVAL_TIME,CALIBRATION_VERIFIED,CONDUCTIVITY,DEPTH_METHOD,DO2_2M,DUPLICATE_DO,E_FILE,INDEX_GPS_FIX,INDEX_LAT_DD,INDEX_LON_DD,INDEX_SITE_DEPTH,METALIMNION,ODOR,OXYGEN,PH,PRECIPITATION,SCUM,SCUM_DESC,SURFACE_COND,TEMP_CORRECTED,TEMPERATURE,COMMENT
8/21/2024,7754,NLA_IN-10010,NLA12_IN-110,1,8/6/2012,IN,24,PROF,26,,,,,,,,,,,,,,2,7.4,,,,,,5.1,
8/21/2024,7754,NLA_IN-10010,NLA12_IN-110,1,8/6/2012,IN,25,PROF,28,,,,,,,,,,,,,,1.8,7.4,,,,,,5,
8/21/2024,7754,NLA_IN-10010,NLA12_IN-110,1,8/6/2012,IN,26,PROF,30,,,,,,,,,,,,,,1.1,7.4,,,,,,4.9,
8/21/2024,7754,NLA_IN-10010,NLA12_IN-110,1,8/6/2012,IN,27,PROF,32,,,,,,,,,,,,,,0.9,7.4,,,,,,4.9,
8/21/2024,7754,NLA_IN-10010,NLA12_IN-110,1,8/6/2012,IN,28,PROF,34,,,,,,,,,,,,,,0.7,7.3,,,,,,4.9,
8/21/2024,7754,NLA_IN-10010,NLA12_IN-110,1,8/6/2012,IN,29,PROF,35.5,,,,,,,,,,,,,,0.6,7.3,,,,,,4.9,
8/21/2024,7757,NLA_IN-10027,NLA12_IN-105,1,8/7/2012,IN,0,PROF,,08:25,N,,SONAR,1.86,Y,,3D,41.41588,-86.47303,7.9,,N,,,NONE,NO,,RIPPLES,Y,,
8/21/2024,7757,NLA_IN-10027,NLA12_IN-105,1,8/7/2012,IN,1,PROF,0,,,,,,,,,,,,,,1.77,8.17,,,,,,27.54,
8/21/2024,7757,NLA_IN-10027,NLA12_IN-105,1,8/7/2012,IN,2,PROF,1,,,,,,,,,,,,,,1.87,8.22,,,,,,27.55,
8/21/2024,7757,NLA_IN-10027,NLA12_IN-105,1,8/7/2012,IN,3,PROF,2,,,,,,,,,,,,,,1.94,8.72,,,,,,27.57,
8/21/2024,7757,NLA_IN-10027,NLA12_IN-105,1,8/7/2012,IN,4,PROF,3,,,,,,,,,,,,,,1.96,8.17,,,,,,27.56,
8/21/2024,7757,NLA_IN-10027,NLA12_IN-105,1,8/7/2012,IN,5,PROF,4,,,,,,,,,,,,,,1.95,7.88,,,,,,26.82,
8/21/2024,7757,NLA_IN-10027,NLA12_IN-105,1,8/7/2012,IN,6,PROF,5,,,,,,,,,,,,T,,1.69,7.73,,,,,,25.18,
8/21/2024,7757,NLA_IN-10027,NLA12_IN-105,1,8/7/2012,IN,7,PROF,6,,,,,,,,,,,,,,0.83,7.46,,,,,,21.11,
8/21/2024,7757,NLA_IN-10027,NLA12_IN-105,1,8/7/2012,IN,8,PROF,7,,,,,,,,,,,,,,0.58,7.16,,,,,,17.4,
8/21/2024,7757,NLA_IN-10027,NLA12_IN-105,1,8/7/2012,IN,9,PROF,7.5,,,,,,,,,,,,,,0.42,7.16,,,,,,16.64,
8/21/2024,7758,NLA_WI-10045,NLA12_WI-R12,1,8/8/2012,WI,0,PROF,,09:29,Y,,SONAR,22.32,Y,,3D,46.0491,-89.86057,6.7,,N,,,LIGHT,NO,,FLAT,Y,,
8/21/2024,7758,NLA_WI-10045,NLA12_WI-R12,1,8/8/2012,WI,1,PROF,0,,,,,,,,,,,,,,22.2,5.8,,,,,,23.7,
8/21/2024,7758,NLA_WI-10045,NLA12_WI-R12,1,8/8/2012,WI,2,PROF,0.5,,,,,,,,,,,,,,22.3,5.8,,,,,,23.8,
8/21/2024,7758,NLA_WI-10045,NLA12_WI-R12,1,8/8/2012,WI,3,PROF,1,,,,,,,,,,,,,,22.4,5.8,,,,,,23.8,
8/21/2024,7758,NLA_WI-10045,NLA12_WI-R12,1,8/8/2012,WI,4,PROF,2,,,,,,,,,,,,,,22.4,5.8,,,,,,23.8,
8/21/2024,7758,NLA_WI-10045,NLA12_WI-R12,1,8/8/2012,WI,5,PROF,3,,,,,,,,,,,,,,22.4,5.7,,,,,,23.8,
8/21/2024,7758,NLA_WI-10045,NLA12_WI-R12,1,8/8/2012,WI,6,PROF,4,,,,,,,,,,,,T,,18.7,5.1,,,,,,22.2,
8/21/2024,7758,NLA_WI-10045,NLA12_WI-R12,1,8/8/2012,WI,7,PROF,5,,,,,,,,,,,,,,10,5.2,,,,,,18.1,
8/21/2024,7758,NLA_WI-10045,NLA12_WI-R12,1,8/8/2012,WI,8,PROF,5.5,,,,,,,,,,,,,,8.2,5,,,,,,16.8,
8/21/2024,7761,NLA_ID-10058,NLA12_ID-101,2,8/7/2012,ID,0,PROF,,1150,Y,,SONAR,10.46,Y,N,2D,44.96196,-116.4576,4,,N,,,NONE,NO,,FLAT,Y,,
8/21/2024,7761,NLA_ID-10058,NLA12_ID-101,2,8/7/2012,ID,1,PROF,0.5,,,58.8,,,,,,,,,,,10.39,9.66,,,,,,22.8,
8/21/2024,7761,NLA_ID-10058,NLA12_ID-101,2,8/7/2012,ID,2,PROF,1,,,59.2,,,,,,,,,,,10.58,9.71,,,,,,22.72,
8/21/2024,7761,NLA_ID-10058,NLA12_ID-101,2,8/7/2012,ID,3,PROF,2,,,59,,,,,,,,,,,10.42,9.71,,,,,,22.56,
8/21/2024,7761,NLA_ID-10058,NLA12_ID-101,2,8/7/2012,ID,4,PROF,3,,,57.4,,,,,,,,,,,10.07,9.61,,,,,,22.22,
8/21/2024,7761,NLA_ID-10058,NLA12_ID-101,2,8/7/2012,ID,5,PROF,4,,,56.1,,,,,,,,,,,2.82,7.94,,,,,,21,
8/21/2024,7764,NLA_OK-10110,NLA12_OK-292,1,8/8/2012,OK,0,PROF,,11:15,Y,,SONAR,4.75,Y,,3D,34.643358,-97.854328,1.5,,N,,,NONE,NO,,RIPPLES,Y,,YSI READ BOTTOM AT 0.815M CHECKED WITH ROD AT 1.4M
8/21/2024,7764,NLA_OK-10110,NLA12_OK-292,1,8/8/2012,OK,1,PROF,0,,,1066,,,,,,,,,,,4.75,7.09,,,,,,29.52,
8/21/2024,7764,NLA_OK-10110,NLA12_OK-292,1,8/8/2012,OK,2,PROF,0.524,,,1067,,,,,,,,,,,3.73,7.41,,,,,,29.46,
8/21/2024,7764,NLA_OK-10110,NLA12_OK-292,1,8/8/2012,OK,3,PROF,0.815,,,1069,,,,,,,,,,,2.41,7.68,,,,,,29.25,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,0,PROF,,8:30,Y,,LINE,8.47,Y,,3D,45.915128,-95.40661,17.5,,N,,,LIGHT,NO,,CHOPPY,Y,,CALIBRATED ON 8/6/2012
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,1,PROF,0,,,375,,,,,,,,,,,8.5,8.3,,,,,,24.9,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,2,PROF,1,,,374,,,,,,,,,,,8.5,8.4,,,,,,24.9,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,3,PROF,2,,,375,,,,,,,,,,,8.4,8.3,,,,,,24.9,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,4,PROF,3,,,374,,,,,,,,,,,8.4,8.4,,,,,,24.9,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,5,PROF,4,,,375,,,,,,,,,,,8.4,8.4,,,,,,24.8,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,6,PROF,5,,,376,,,,,,,,,,,8.3,8.4,,,,,,24.6,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,7,PROF,6,,,379,,,,,,,,,T,,7.5,8.3,,,,,,24.1,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,8,PROF,7,,,388,,,,,,,,,,,5.5,8.2,,,,,,23.4,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,9,PROF,8,,,422,,,,,,,,,B,,0.1,7.7,,,,,,20.4,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,10,PROF,9,,,439,,,,,,,,,,,0,7.5,,,,,,16.9,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,11,PROF,10,,,445,,,,,,,,,,,0,7.3,,,,,,15.2,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,12,PROF,12,,,457,,,,,,,,,,,0,7.2,,,,,,13.4,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,13,PROF,14,,,462,,,,,,,,,,,0,7.1,,,,,,12.5,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,14,PROF,16,,,464,,,,,,,,,,,0,7.1,,,,,,12.4,
8/21/2024,7765,NLA_MN-10076,NLA12_MN-106,1,8/8/2012,MN,15,PROF,17,,,465,,,,,,,,,,,0,6.7,,,,,,12.3,
8/21/2024,7767,NLA_MN-10066,NLA12_MN-115,1,8/8/2012,MN,0,PROF,,10:00,,,SONAR,8.67,Y,,3D,46.41967,-95.83781,10.6,,N,,,NONE,NO,,RIPPLES,,,
8/21/2024,7767,NLA_MN-10066,NLA12_MN-115,1,8/8/2012,MN,1,PROF,0,,,276,,,,,,,,,,,8.63,8.65,,,,,,25.07,
8/21/2024,7767,NLA_MN-10066,NLA12_MN-115,1,8/8/2012,MN,2,PROF,1,,,276,,,,,,,,,,,8.68,8.73,,,,,,25.08,
8/21/2024,7767,NLA_MN-10066,NLA12_MN-115,1,8/8/2012,MN,3,PROF,2,,,276,,,,,,,,,,,8.7,8.76,,,,,,25.09,
8/21/2024,7767,NLA_MN-10066,NLA12_MN-115,1,8/8/2012,MN,4,PROF,3,,,276,,,,,,,,,,,8.73,8.77,,,,,,25.09,
8/21/2024,7767,NLA_MN-10066,NLA12_MN-115,1,8/8/2012,MN,5,PROF,4,,,277,,,,,,,,,,,8.53,8.76,,,,,,24.98,
8/21/2024,7767,NLA_MN-10066,NLA12_MN-115,1,8/8/2012,MN,6,PROF,5,,,278,,,,,,,,,,,8.04,8.72,,,,,,24.67,
8/21/2024,7767,NLA_MN-10066,NLA12_MN-115,1,8/8/2012,MN,7,PROF,6,,,304,,,,,,,,,T,,2.96,8,,,,,,21.65,
8/21/2024,7767,NLA_MN-10066,NLA12_MN-115,1,8/8/2012,MN,8,PROF,7,,,312,,,,,,,,,,,0.94,7.77,,,,,,17.9,
8/21/2024,7767,NLA_MN-10066,NLA12_MN-115,1,8/8/2012,MN,9,PROF,8,,,319,,,,,,,,,,,0.07,7.64,,,,,,15.06,
8/21/2024,7767,NLA_MN-10066,NLA12_MN-115,1,8/8/2012,MN,10,PROF,9,,,340,,,,,,,,,,,0,7.46,,,,,,12.41,
8/21/2024,7767,NLA_MN-10066,NLA12_MN-115,1,8/8/2012,MN,11,PROF,10,,,357,,,,,,,,,,,0.01,7.19,,,,,,11.34,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,0,PROF,,0945,,,SONAR,7.37,Y,N,,40.2185,-105.3777,,,N,,,NONE,NO,,FLAT,Y,,Original depth was 40m but drift put us at 20.2m
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,1,PROF,1,,,23,,,,,,,,,,,7.3,7.4,,,,,,20.5,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,2,PROF,0.1,,,24,,,,,,,,,,,7.4,7.5,,,,,,20,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,3,PROF,2,,,24,,,,,,,,,,,7.4,7.6,,,,,,19.9,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,4,PROF,3,,,24,,,,,,,,,,,7.4,7.5,,,,,,19.9,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,5,PROF,4,,,24,,,,,,,,,,,7.4,7.5,,,,,,19.9,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,6,PROF,5,,,24,,,,,,,,,,,7.3,7.4,,,,,,19.8,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,7,PROF,6,,,24,,,,,,,,,,,6.8,7,,,,,,19.4,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,8,PROF,7.2,,,24,,,,,,,,,,,6.3,6.7,,,,,,18.3,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,9,PROF,8,,,25,,,,,,,,,,,6.3,6.6,,,,,,18,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,10,PROF,9,,,25,,,,,,,,,,,6.4,6.7,,,,,,17.7,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,11,PROF,10,,,25,,,,,,,,,,,6.5,6.6,,,,,,17.5,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,12,PROF,11,,,25,,,,,,,,,,,6.4,6.6,,,,,,17.2,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,13,PROF,12,,,25,,,,,,,,,,,6.3,6.6,,,,,,17.1,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,14,PROF,13,,,25,,,,,,,,,,,6.2,6.5,,,,,,16.9,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,15,PROF,14,,,25,,,,,,,,,,,6,6.5,,,,,,16.7,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,16,PROF,15,,,25,,,,,,,,,,,5.8,6.5,,,,,,16.6,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,17,PROF,16,,,25,,,,,,,,,,,5.7,6.4,,,,,,16.5,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,18,PROF,17,,,25,,,,,,,,,,,5.6,6.4,,,,,,16.3,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,19,PROF,18,,,25,,,,,,,,,,,5.6,6.4,,,,,,16.1,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,20,PROF,19,,,26,,,,,,,,,,,5.6,6.3,,,,,,16,
8/21/2024,7768,NLA_CO-10024,NLA12_CO-R04,1,8/8/2012,CO,21,PROF,19.7,,,25,,,,,,,,,,,5.6,6.4,,,,,,15.8,
8/21/2024,7769,NLA_AL-10047,NLA12_AL-113,1,8/8/2012,AL,0,PROF,,10:00,Y,,LINE,7.67,Y,,3D,30.97354,-88.05455,2.5,,Y,,,NONE,YES,,FLAT,Y,,
8/21/2024,7769,NLA_AL-10047,NLA12_AL-113,1,8/8/2012,AL,1,PROF,0,,,23,,,,,,,,,,,7.9,6.2,,,,,,29.4,
8/21/2024,7769,NLA_AL-10047,NLA12_AL-113,1,8/8/2012,AL,2,PROF,0.5,,,23,,,,,,,,,T,,7.6,5.9,,,,,,26.5,
8/21/2024,7769,NLA_AL-10047,NLA12_AL-113,1,8/8/2012,AL,3,PROF,1,,,23,,,,,,,,,,,7.5,5.9,,,,,,26.3,
8/21/2024,7769,NLA_AL-10047,NLA12_AL-113,1,8/8/2012,AL,4,PROF,1.5,,,24,,,,,,,,,,,7.3,5.8,,,,,,25.5,
8/21/2024,7769,NLA_AL-10047,NLA12_AL-113,1,8/8/2012,AL,5,PROF,2,,,24,,,,,,,,,B,,6.8,5.7,,,,,,25,
8/21/2024,7770,NLA_NC-10024,NLA12_NC-104,1,8/8/2012,NC,0,PROF,,14:35,N,,SONAR,,,,3D,34.93309,-77.10308,1.7,,N,,,NONE,NO,,RIPPLES,Y,,Crew checked both sonar and pole. IM left sonar.;DO PROBE MALFUNCTION
8/21/2024,7770,NLA_NC-10024,NLA12_NC-104,1,8/8/2012,NC,1,PROF,0,,,66,,,,,,,,,,,,4,,,,,,29.6,
8/21/2024,7770,NLA_NC-10024,NLA12_NC-104,1,8/8/2012,NC,2,PROF,0.5,,,66,,,,,,,,,,,,4,,,,,,29.5,
8/21/2024,7770,NLA_NC-10024,NLA12_NC-104,1,8/8/2012,NC,3,PROF,1,,,66,,,,,,,,,,,,4,,,,,,29.2,
8/21/2024,7770,NLA_NC-10024,NLA12_NC-104,1,8/8/2012,NC,4,PROF,1.2,,,66,,,,,,,,,,,,4,,,,,,28.8,
8/21/2024,7772,NLA_IN-10112,NLA12_IN-164,1,8/8/2012,IN,0,PROF,,10:00,N,,SONAR,6.87,Y,,3D,41.13129,-86.26611,8.4,,N,,,NONE,NO,,FLAT,Y,,BIG DO SPIKE IN METALIMNION
8/21/2024,7772,NLA_IN-10112,NLA12_IN-164,1,8/8/2012,IN,1,PROF,0,,,222,,,,,,,,,,,7.06,6.71,,,,,,27.8,
8/21/2024,7772,NLA_IN-10112,NLA12_IN-164,1,8/8/2012,IN,2,PROF,1,,,222,,,,,,,,,,,6.9,7.07,,,,,,27.5,
8/21/2024,7772,NLA_IN-10112,NLA12_IN-164,1,8/8/2012,IN,3,PROF,2,,,223,,,,,,,,,,,6.64,7.31,,,,,,27.5,
8/21/2024,7772,NLA_IN-10112,NLA12_IN-164,1,8/8/2012,IN,4,PROF,3,,,227,,,,,,,,,T,,4.52,7.34,,,,,,26.8,
8/21/2024,7772,NLA_IN-10112,NLA12_IN-164,1,8/8/2012,IN,5,PROF,4,,,244,,,,,,,,,,,9.03,7.3,,,,,,21.8,
8/21/2024,7772,NLA_IN-10112,NLA12_IN-164,1,8/8/2012,IN,6,PROF,5,,,239,,,,,,,,,,,14.38,7.8,,,,,,16.6,
8/21/2024,7772,NLA_IN-10112,NLA12_IN-164,1,8/8/2012,IN,7,PROF,6,,,253,,,,,,,,,,,0.83,7.28,,,,,,12.2,
8/21/2024,7772,NLA_IN-10112,NLA12_IN-164,1,8/8/2012,IN,8,PROF,7,,,320,,,,,,,,,,,0.55,7,,,,,,8.83,
8/21/2024,7772,NLA_IN-10112,NLA12_IN-164,1,8/8/2012,IN,9,PROF,7.9,,,399,,,,,,,,,B,,0.48,6.85,,,,,,7.86,
8/21/2024,7773,NLA_ME-10039,NLA12_ME-101,1,8/8/2012,ME,0,PROF,,10:50,Y,,LINE,7.8,Y,,3D,44.88005,-68.22761,3.3,,N,,,NONE,NO,,RIPPLES,Y,,
8/21/2024,7773,NLA_ME-10039,NLA12_ME-101,1,8/8/2012,ME,1,PROF,0,,,24,,,,,,,,,,,7.7,6.8,,,,,,25.9,
8/21/2024,7773,NLA_ME-10039,NLA12_ME-101,1,8/8/2012,ME,2,PROF,1,,,24,,,,,,,,,,,7.9,6.9,,,,,,25.2,
8/21/2024,7773,NLA_ME-10039,NLA12_ME-101,1,8/8/2012,ME,3,PROF,2,,,24,,,,,,,,,,,7.9,6.9,,,,,,25,
8/21/2024,7773,NLA_ME-10039,NLA12_ME-101,1,8/8/2012,ME,4,PROF,2.8,,,24,,,,,,,,,,,7.8,6.8,,,,,,24.8,
8/21/2024,7774,NLA_ME-10055,NLA12_ME-126,1,8/7/2012,ME,0,PROF,,13:30,Y,,SONAR,8.3,Y,,3D,44.87237,-67.58119,4.8,,N,,,NONE,NO,,FLAT,Y,,RELATIVELY UNIFORM DEEP AREA (14-15.5 FT)
8/21/2024,7774,NLA_ME-10055,NLA12_ME-126,1,8/7/2012,ME,1,PROF,0,,,21,,,,,,,,,,,8.2,7.1,,,,,,26.7,
8/21/2024,7774,NLA_ME-10055,NLA12_ME-126,1,8/7/2012,ME,2,PROF,1,,,21,,,,,,,,,,,8.4,7,,,,,,25.5,
8/21/2024,7774,NLA_ME-10055,NLA12_ME-126,1,8/7/2012,ME,3,PROF,2,,,21,,,,,,,,,,,8.3,7,,,,,,24.9,
8/21/2024,7774,NLA_ME-10055,NLA12_ME-126,1,8/7/2012,ME,4,PROF,3,,,21,,,,,,,,,,,8.3,6.9,,,,,,24.4,
8/21/2024,7774,NLA_ME-10055,NLA12_ME-126,1,8/7/2012,ME,5,PROF,4,,,22,,,,,,,,,T,,10.4,6.5,,,,,,21.1,
8/21/2024,7774,NLA_ME-10055,NLA12_ME-126,1,8/7/2012,ME,6,PROF,4.3,,,22,,,,,,,,,,,10.7,6.4,,,,,,20.2,
8/21/2024,7775,NLA_NE-10105,NLA12_NE-107,1,8/8/2012,NE,0,PROF,,11:15,Y,,LINE,11.2,Y,,3D,41.78703,-102.52301,1.1,,N,,,NONE,NO,,RIPPLES,,,
8/21/2024,7775,NLA_NE-10105,NLA12_NE-107,1,8/8/2012,NE,1,PROF,0,,,,,,,,,,,,,,11.2,9.4,,,,,,24.8,
8/21/2024,7775,NLA_NE-10105,NLA12_NE-107,1,8/8/2012,NE,2,PROF,0.5,,,,,,,,,,,,,,11.8,9.4,,,,,,23.8,
8/21/2024,7775,NLA_NE-10105,NLA12_NE-107,1,8/8/2012,NE,3,PROF,0.6,,,,,,,,,,,,,,9.1,9.3,,,,,,23.1,
8/21/2024,7776,NLA_OR-10033,NLA12_OR-112,1,8/8/2012,OR,0,PROF,,1135,,,SONAR,8.13,Y,,3D,43.92646,-118.15546,8.6,,Y,,,NONE,NO,,RIPPLES,Y,,WATERFOWL;DECAYING ALGAE
8/21/2024,7776,NLA_OR-10033,NLA12_OR-112,1,8/8/2012,OR,1,PROF,0.5,,,125,,,,,,,,,,,8.2,8.64,,,,,,24.2,
8/21/2024,7776,NLA_OR-10033,NLA12_OR-112,1,8/8/2012,OR,2,PROF,1,,,125,,,,,,,,,,,8.2,8.65,,,,,,24.2,
8/21/2024,7776,NLA_OR-10033,NLA12_OR-112,1,8/8/2012,OR,3,PROF,2,,,125,,,,,,,,,,,8,8.64,,,,,,23.7,
8/21/2024,7776,NLA_OR-10033,NLA12_OR-112,1,8/8/2012,OR,4,PROF,3,,,125,,,,,,,,,,,7.4,8.56,,,,,,23,
8/21/2024,7776,NLA_OR-10033,NLA12_OR-112,1,8/8/2012,OR,5,PROF,4,,,124,,,,,,,,,,,7.3,8.55,,,,,,22.7,
8/21/2024,7776,NLA_OR-10033,NLA12_OR-112,1,8/8/2012,OR,6,PROF,5,,,124,,,,,,,,,,,7.1,8.5,,,,,,22.5,
8/21/2024,7776,NLA_OR-10033,NLA12_OR-112,1,8/8/2012,OR,7,PROF,6,,,124,,,,,,,,,,,7,8.49,,,,,,22.4,
8/21/2024,7776,NLA_OR-10033,NLA12_OR-112,1,8/8/2012,OR,8,PROF,7,,,124,,,,,,,,,,,6.9,8.47,,,,,,22.4,
8/21/2024,7776,NLA_OR-10033,NLA12_OR-112,1,8/8/2012,OR,9,PROF,8,,,125,,,,,,,,,,,6.3,8.35,,,,,,22.3,
8/21/2024,7776,NLA_OR-10033,NLA12_OR-112,1,8/8/2012,OR,10,PROF,8.2,,,126,,,,,,,,,,,5.7,8.4,,,,,,22.2,
8/21/2024,7777,NLA_VA-10038,NLA12_VA-112,1,8/8/2012,VA,0,PROF,,8:30,Y,,SONAR,7.55,Y,,3D,36.70407,-76.61361,1.9,,N,,,NONE,NO,,FLAT,Y,,PASSED ANNUAL QA CHECK
8/21/2024,7777,NLA_VA-10038,NLA12_VA-112,1,8/8/2012,VA,1,PROF,0,,,144,,,,,,,,,,,7.5,7.8,,,,,,28.9,
8/21/2024,7777,NLA_VA-10038,NLA12_VA-112,1,8/8/2012,VA,2,PROF,0.5,,,144,,,,,,,,,,,7.6,7.9,,,,,,28.9,
8/21/2024,7777,NLA_VA-10038,NLA12_VA-112,1,8/8/2012,VA,3,PROF,1,,,144,,,,,,,,,,,7.5,7.8,,,,,,28.9,
8/21/2024,7777,NLA_VA-10038,NLA12_VA-112,1,8/8/2012,VA,4,PROF,1.4,,,146,,,,,,,,,T,,7.3,7.4,,,,,,27.8,
8/21/2024,7778,NLA_VA-10048,NLA12_VA-123,1,8/8/2012,VA,0,PROF,,13:00,Y,,POLE,8.85,Y,,3D,36.91923,-76.15064,1.4,,N,,,NONE,NO,,FLAT,Y,,PASSED ANNUAL QC CHECK
8/21/2024,7778,NLA_VA-10048,NLA12_VA-123,1,8/8/2012,VA,1,PROF,0,,,628,,,,,,,,,,,8.9,8,,,,,,27.8,
8/21/2024,7778,NLA_VA-10048,NLA12_VA-123,1,8/8/2012,VA,2,PROF,0.5,,,625,,,,,,,,,,,8.8,8,,,,,,27.7,
8/21/2024,7778,NLA_VA-10048,NLA12_VA-123,1,8/8/2012,VA,3,PROF,1,,,625,,,,,,,,,,,6.9,7.8,,,,,,27.3,
8/21/2024,7785,NLA_WI-10046,NLA12_WI-R13,1,8/9/2012,WI,0,PROF,,9:55,Y,,SONAR,23.7,Y,,3D,45.98408,-89.80241,5.3,,N,,,LIGHT,NO,,RIPPLES,Y,,
8/21/2024,7785,NLA_WI-10046,NLA12_WI-R13,1,8/9/2012,WI,1,PROF,0,,,24,,,,,,,,,,,23.6,7.4,,,,,,23.2,
8/21/2024,7785,NLA_WI-10046,NLA12_WI-R13,1,8/9/2012,WI,2,PROF,0.5,,,24,,,,,,,,,,,23.7,7.2,,,,,,23.2,
8/21/2024,7785,NLA_WI-10046,NLA12_WI-R13,1,8/9/2012,WI,3,PROF,1,,,24,,,,,,,,,,,23.7,7.1,,,,,,23.2,
8/21/2024,7785,NLA_WI-10046,NLA12_WI-R13,1,8/9/2012,WI,4,PROF,2,,,24,,,,,,,,,,,23.8,6.9,,,,,,23.2,
8/21/2024,7785,NLA_WI-10046,NLA12_WI-R13,1,8/9/2012,WI,5,PROF,3,,,23,,,,,,,,,,,23.8,6.8,,,,,,23.2,
8/21/2024,7785,NLA_WI-10046,NLA12_WI-R13,1,8/9/2012,WI,6,PROF,4,,,23,,,,,,,,,,,23.7,6.8,,,,,,23.2,
8/21/2024,7785,NLA_WI-10046,NLA12_WI-R13,1,8/9/2012,WI,7,PROF,4.8,,,23,,,,,,,,,,,23.5,6.7,,,,,,23.2,
8/21/2024,7787,NLA_MI-10117,NLA12_MI-150,1,8/7/2012,MI,0,PROF,,1240,Y,,POLE,9.3,Y,,3D,46.39925,-87.44798,1.9,,N,,,NONE,NO,,RIPPLES,Y,,Duplicate surface reading
8/21/2024,7787,NLA_MI-10117,NLA12_MI-150,1,8/7/2012,MI,1,PROF,0.1,,,67,,,,,,,,,,,9.3,8.8,,,,,,23.9,
8/21/2024,7787,NLA_MI-10117,NLA12_MI-150,1,8/7/2012,MI,2,PROF,1,,,66,,,,,,,,,,,9.6,8.9,,,,,,23.3,
8/21/2024,7787,NLA_MI-10117,NLA12_MI-150,1,8/7/2012,MI,3,PROF,1.5,,,63,,,,,,,,,,,8.2,8,,,,,,21.9,
8/21/2024,7791,NLA_GA-10032,NLA12_GA-111,1,8/8/2012,GA,0,PROF,,09:22,,,SONAR,8.04,Y,,3D,32.18106,-83.171,3.4,,N,,,NONE,NO,,RIPPLES,,,METALIMNION NOT OBSERVED
8/21/2024,7791,NLA_GA-10032,NLA12_GA-111,1,8/8/2012,GA,1,PROF,0,,,41.1,,,,,,,,,,,8.08,6.27,,,,,,29.58,
8/21/2024,7791,NLA_GA-10032,NLA12_GA-111,1,8/8/2012,GA,2,PROF,1,,,41.1,,,,,,,,,,,8.01,6.25,,,,,,29.57,
